Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'39162863845476,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSafety and resistance: made of polyester, the same material as safety belts.\n•\tAdjustable on the neck and waist.\n•\tHas two spots to attach to the leash: neck and waist.\n•\tSuper resistant lock with a safety system.\n•\tProduct indicated only for dogs.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSegurança e resistência: feito de poliéster, o mesmo material das cintas seguras.\n•\tAjustável na garganta e no pescoço.\n•\tPossui duas pequenas áreas para anexar à correia: garganta e pescoço.\n•\tTranca de super resistente com um sistema de segurança.\n•\tProduto indicado apenas para cães.\n""}]}]}"
METAFIELD,'39162887635044,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tNon-heating fabric : made of aerated fabric that allows skin and fur ventilation.\n•\tAdjustable in the belly and neck.\n•\tPractical to put on and comfortable to wear.\n•\tSuper resistant lock with a safety system.\n•\tProduct indicated only for dogs. Super resistant lock with a safety system.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tTecido não aquecedor : feito de tecido aerado que permite ventilação da pele e pelo.\n•\tAjustável no barriga e pescoço.\n•\tPrático para colocar e confortável para usar.\n•\tFerragem super resistente com sistema de segurança.\n•\tProduto indicado apenas para cães. Ferragem super resistente com sistema de segurança.\n""}]}]}"
METAFIELD,'39162902151268,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tOnly size that can be adjusted.\n•\tExclusive breakaway lock that will break open if the cat gets tangled.\n•\tPrinted polyester with heat transfer teteron technology.\n•\tZee.Cat rubber logo, made of non-toxic material.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tApenas tamanho que pode ser ajustado.\n•\tFerramenta exclusiva de segurança desbloqueável que se abre automaticamente se o gato for enrolado.\n•\tPoliéster impresso com tecnologia de transferência térmica teretona.\n•\tLogotipo Zee.Cat de borracha, feito de materiais não tóxicos.\n""}]}]}"
METAFIELD,'39162911162468,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""-Super light so you cat can be comfortable.\n-Printed poliester with heat transfer teteron technology.\n-It has a soft texture.\n-Adjustable to fit the cat's measurements.\n-Exclusive prints.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""-Super leve para que o gato possa se sentir confortável.\n-Impresso em poliéster com tecnologia de transferência térmica tereton.\n-Possui um tecido mole.\n-Ajustável a medida do gato.\n-Exclusivos desenhos.\n""}]}]}"
METAFIELD,'39163038105700,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSafety and resistance: made of poliester, the same material as safety belts.\n•\tRubber Zee.Dog skull, made of non-toxic material.\n•\tSoft texture to provide more comfort during walks. \n•\tSuper Zinc-alloy hook.\n•\tHook with a safety lock in the sizes Small and Large.\n•\tPerfect length to absorve the pulling force.\n•\tExclusive print.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSegurança e resistência: feito de poliéster, o mesmo material que as cintas-de-segurança.\n•\tCalota Zee.Dog de borracha, feita de um material não tóxico.\n•\tTextura mole para oferecer mais conforto durante as caminhadas.\n•\tSuper Açude de ligação a zíncio.\n•\tAncoragem com uma segurança lock nas dimensões Pequena e Grande.\n•\tComprimento ideal para absorver a força de tração.\n•\tImpressão exclusiva.\n""}]}]}"
METAFIELD,'39163079852132,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSafety and resistance: made of polyester, the same material as safety belts.\n•\tAdjustable on the neck and waist.\n•\tHas two spots to attach to the leash: neck and waist.\n•\tSuper resistant lock with a safety system.\n•\tProduct indicated only for dogs.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSegurança e resistência: feito de poliéster, o mesmo material das cintas seguras.\n•\tAjustável na garganta e no pescoço.\n•\tPossui duas pequenas áreas para anexar à correia: garganta e pescoço.\n•\tTranca de super resistente com um sistema de segurança.\n•\tProduto indicado apenas para cães.\n""}]}]}"
METAFIELD,'39163100364900,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tOnly size that can be adjusted.\n•\tExclusive breakaway lock that will break open if the cat gets tangled.\n•\tPrinted polyester with heat transfer teteron technology.\n•\tZee.Cat rubber logo, made of non-toxic material.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tApenas tamanho que pode ser ajustado.\n•\tFerramenta exclusiva de segurança desbloqueável que se abre automaticamente se o gato for enrolado.\n•\tPoliéster impresso com tecnologia de transferência térmica teretona.\n•\tLogotipo Zee.Cat de borracha, feito de materiais não tóxicos.\n""}]}]}"
METAFIELD,'39163138080868,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tElected the best leash by Pet Product International Magazine.\n•\tWith a rubber spring that absorbs the impact for you.\n•\tPerfect for dogs that think they are buffaloes.\n•\tSafety and resistance: made of polyester, the same material of safety belts.\n•\tSuper alloy-zinc hook with a lock system.\n•\tNeoprene coated handle provides more comfort.\n•\tAvailable in two sizes: Small and Large.\n•\tThe sizes have the same length, but different width.\n•\tJust like safety belts, it's recommended to avoid rough or sharp surfaces like bites, for example.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tEleito o melhor colar por Pet Product International Magazine.\n•\tCom uma bobina de borracha que absorve o impacto para você.\n•\tPerfeito para cães que acham que são búfalos.\n•\tSegurança e resistência: feito de poliéster, o mesmo material dos cintos de segurança.\n•\tSuper aliaço-zinco ganchinho com sistema de travamento.\n•\tManele revestido de neopreno oferece mais conforto.\n•\tDisponível em dois tamanhos: Pequeno e Grande.\n•\tOs tamanhos possuem a mesma comprimento, mas diferentes largura.\n•\tComo os cintos de segurança, é recomendado evitar superfícies abrasivas ou pontiagudas como mordidas, por exemplo.\n""}]}]}"
METAFIELD,'39163166228580,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCan be worn around the chest, waist or as a regular leash.\n•\tLighter hook but as resistant as the other leashes' hooks.\n•\tIdeal to walk or run with you dog.\n•\tAdjustment mechanisms that allow the leash to be easily adapted to the body.\n•\tWith the E-Zeelock it is possible to adjust the leash to your body and/or secure your dog, in a place nearby you, like in a table leg, for example.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tPode ser usado em redor do pescoço, do tórax ou como uma corrente regular.\n•\tAcordeão mais leve mas com igual resistência das correntes' acordeões.\n•\tIndicado para caminhadas ou corridas com o seu cachorro.\n•\tMecanismos de ajuste que permitem que a corrente seja facilmente adaptada ao corpo.\n•\tCom o E-Zeelock é possível ajustar a corrente à sua altura e/ou segurar seu cachorro, em um lugar próximo de você, por exemplo, numa perna de uma mesa.""}]}]}"
METAFIELD,'39163244445796,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\t2 in 1: it works as a collar and a leash at the same time.\n•\tIndicated to medium and large size dogs.\n•\tMade of resistant poliester.\n•\tVery easy to adjust.\n•\tAvailable in one size.\n•\tWith an extra safety lock.\n•\tAnti-choking system.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\t2 em 1: funciona como colar e correia ao mesmo tempo.\n•\tIndicado a cães de porte médio e grande.\n•\tFabricado em poliéster resistente.\n•\tMuito fácil de ajustar.\n•\tDisponível apenas num tamanho.\n•\tCom sistema de segurança adicional.\n•\tSem risco de estrangulamento.\n""}]}]}"
METAFIELD,'39163280687204,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tAvailable in 5 sizes suitable for all ages and sizes.\n•\tQuick adjustment system with two webbings.\n•\tOne click is sufficient to put on and remove the harness.\n•\tThe adjustment webbing has the same material of safety belts, it fits smoothly to the dog's body.\n•\tNon-heating fabric: made of aerated fabric that allows skin and fur ventilation.\n•\tIt has a handle that helps to better control the dog in case of necessity.\n•\tReflective stripe 360o visible from all angles. \n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tDisponível em 5 tamanhos adequados para todas as idades e dimensões.\n•\tSistema de ajuste rápido com dois tecidos.\n•\tUm clique é suficiente para colocar e remover o arreio.\n•\tA parte de ajuste do tecido tem a mesma matéria dos cintos de segurança, encaixa-se bem no corpo do cachorro.\n•\tTecido não aquecedor: feito de tecido aerado que permite ventilação da pele e pelo.\n•\tPossui um manco ajudar a melhor controlar o cachorro em caso de necessidade.\n•\tListra refletiva 360º visível de todos os ângulos. \n""}]}]}"
METAFIELD,'39163313094756,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tNon-heating fabric : made of aerated fabric that allows skin and fur ventilation.\n•\tAdjustable in the belly and neck.\n•\tPractical to put on and comfortable to wear.\n•\tSuper resistant lock with a safety system.\n•\tProduct indicated only for dogs. Super resistant lock with a safety system.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tTecido não aquecedor : feito de tecido aerado que permite ventilação da pele e pelo.\n•\tAjustável no barriga e pescoço.\n•\tPrático para colocar e confortável para usar.\n•\tFerragem super resistente com sistema de segurança.\n•\tProduto indicado apenas para cães. Ferragem super resistente com sistema de segurança.\n""}]}]}"
METAFIELD,'39163360051300,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSafety and resistance: made of polyester, the same material of safety belts.\n•\tAdjustable on neck and waist.\n•\tHas two spots to attach to the leash: neck and waist.\n•\tSuper resistant lock with a safety system.\n•\tProduct indicated only for dogs.\n•\tAvoid contact with rough or sharp surfaces like bites, for example.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSegurança e resistência: feito de poliéster, o mesmo material das cintas-seguro.\n•\tAjustável ao pescoço e à cintura.\n•\tPossui dois espelhões para anexar o corrente: pescoço e cintura.\n•\tSuper resistente travamento com um sistema de segurança.\n•\tIndicado apenas para cães.\n•\tEvite contato com superfícies rústicas ou afiadas, por exemplo.\n""}]}]}"
METAFIELD,'39163407204452,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""-Safety and resistance: made of poliester, the same material of safety belts.\n-Adjustable on neck and waist.\n-Has two spots to attach the leash: neck and waist.\n-Super resistent lock with a safety system.\n-Product indicated only for dogs.\n-Avoid contact with rough or sharp surfaces like bites, for example.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""-Segurança e resistência: feito de poliéster, o mesmo material de cintos seguros.\n-Ajustável ao colarinho e ao Barriga.\n-Possui dois pontos para anexar o caderno: colarinho e barriga.\n-Super resistentes fecho com um sistema de segurança.\n-Produto indicado apenas para cães.\n-Evite o contato com superfícies rústicas ou afiadas, por exemplo.\n""}]}]}"
METAFIELD,'39163495055460,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSafety and resistance: made of polyester, the same material of safety belts.\n•\tAdjustable on neck and waist.\n•\tHas two spots to attach to the leash: neck and waist.\n•\tSuper resistant lock with a safety system.\n•\tProduct indicated only for dogs.\n•\tAvoid contact with rough or sharp surfaces like bites, for example.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tSegurança e resistência: feito de poliéster, o mesmo material das cintas-seguro.\n•\tAjustável ao pescoço e à cintura.\n•\tPossui dois espelhões para anexar o corrente: pescoço e cintura.\n•\tSuper resistente travamento com um sistema de segurança.\n•\tIndicado apenas para cães.\n•\tEvite contato com superfícies rústicas ou afiadas, por exemplo.\n""}]}]}"
